loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,applicant_age
7807,3,Not Graduate,Yes,8750000.0,40950000.0,20,740,1100000,900000,15900000,3000000,Approved,54
7808,4,Not Graduate,No,16000000.0,61250000.0,20,367,22800000,3000000,17200000,5700000,Rejected,54
7809,4,Graduate,Yes,22250000.0,109900000.0,20,378,13700000,14300000,28500000,11300000,Rejected,49
7810,4,Not Graduate,Yes,9750000.0,40250000.0,20,300,19000000,2800000,12500000,2300000,Rejected,54
7811,1,Not Graduate,Yes,4000000.0,22400000.0,20,300,2300000,2600000,2500000,900000,Rejected,41
7812,1,Graduate,No,24000000.0,99400000.0,20,427,20800000,9200000,32300000,7800000,Approved,67
7813,3,Graduate,Yes,7750000.0,40250000.0,20,404,10800000,4600000,11400000,1500000,Approved,56
7814,2,Not Graduate,No,23750000.0,78400000.0,20,300,24600000,9100000,31800000,7200000,Rejected,66
7815,1,Graduate,Yes,20750000.0,86450000.0,20,412,7400000,6600000,26900000,9500000,Approved,47
7816,1,Not Graduate,No,7750000.0,51100000.0,20,500,2800000,1500000,14900000,4900000,Approved,60
7817,5,Graduate,No,5750000.0,24500000.0,20,300,700000,1900000,3700000,2800000,Rejected,61
7818,3,Not Graduate,Yes,21000000.0,87500000.0,20,399,11700000,9200000,23600000,7100000,Rejected,54
7819,4,Graduate,No,9250000.0,32900000.0,20,300,14300000,6200000,13400000,1400000,Rejected,69
7820,4,Graduate,Yes,22000000.0,71750000.0,20,300,9800000,13100000,27000000,9500000,Rejected,54
7821,2,Graduate,No,22750000.0,105350000.0,20,618,7500000,12100000,27000000,12200000,Approved,60
7822,4,Not Graduate,No,20250000.0,88550000.0,20,617,20000000,8400000,20500000,7800000,Approved,64
7823,1,Not Graduate,No,8000000.0,17850000.0,20,300,15200000,1400000,14900000,4100000,Rejected,44
7824,4,Graduate,Yes,16250000.0,72100000.0,20,364,11200000,4900000,16300000,5100000,Rejected,53
7825,0,Not Graduate,Yes,1750000.0,7000000.0,20,354,400000,5700000,2800000,200000,Rejected,42
7826,2,Graduate,No,2000000.0,17850000.0,20,360,100000,100000,3700000,800000,Rejected,43
7827,4,Not Graduate,Yes,2000000.0,7350000.0,20,300,5400000,0,3800000,300000,Rejected,50
7828,3,Not Graduate,Yes,16250000.0,68250000.0,20,524,11500000,6100000,12300000,3600000,Approved,52
7829,5,Graduate,Yes,5750000.0,18900000.0,20,300,2900000,6900000,11600000,1800000,Rejected,57
7830,2,Graduate,No,15750000.0,72450000.0,20,375,2000000,2600000,21500000,3800000,Rejected,50
7831,2,Graduate,Yes,4500000.0,11200000.0,20,348,600000,0,7200000,1200000,Rejected,68
7832,5,Not Graduate,No,4250000.0,12950000.0,20,545,200000,800000,6500000,2900000,Approved,67
7833,3,Graduate,No,9250000.0,49000000.0,20,421,1700000,200000,14200000,2400000,Approved,41
7834,3,Graduate,Yes,18250000.0,77000000.0,20,300,2700000,11500000,20700000,6400000,Rejected,52
7835,5,Graduate,Yes,13000000.0,71050000.0,20,602,12600000,4500000,12300000,4200000,Approved,56
7836,2,Not Graduate,No,9000000.0,36750000.0,20,554,900000,1400000,7100000,1100000,Approved,52
7837,5,Graduate,No,10000000.0,59500000.0,20,557,1300000,7800000,11700000,2500000,Approved,67
7838,1,Graduate,Yes,12750000.0,37450000.0,20,300,3100000,7300000,10500000,4800000,Rejected,60
7839,1,Graduate,No,20250000.0,98350000.0,20,618,8700000,1700000,19400000,5800000,Approved,55
7840,2,Graduate,No,8250000.0,23450000.0,20,558,1500000,1800000,5100000,3800000,Approved,40
7841,2,Not Graduate,No,23000000.0,101150000.0,20,363,6100000,5900000,25700000,7200000,Rejected,59
7842,2,Not Graduate,Yes,1250000.0,9450000.0,20,512,1300000,500000,1000000,500000,Approved,65
7843,2,Not Graduate,Yes,13500000.0,45150000.0,20,546,3600000,1500000,11600000,3800000,Approved,49
7844,3,Not Graduate,Yes,750000.0,3150000.0,20,300,6400000,1200000,1900000,1100000,Rejected,53
7845,0,Graduate,Yes,17250000.0,43400000.0,20,342,11700000,9300000,21700000,4600000,Rejected,49
7846,1,Not Graduate,Yes,6000000.0,14350000.0,20,327,4100000,1400000,2800000,3800000,Rejected,63
7847,0,Graduate,Yes,14500000.0,65100000.0,20,322,16800000,4600000,12600000,5000000,Rejected,41
7848,2,Not Graduate,Yes,7250000.0,25200000.0,20,342,2700000,2500000,5100000,800000,Rejected,53
7849,3,Not Graduate,No,6750000.0,37100000.0,20,449,4900000,400000,6700000,3900000,Approved,63
7850,1,Not Graduate,No,3500000.0,9100000.0,20,333,1100000,300000,4500000,1300000,Rejected,53
7851,3,Graduate,No,8750000.0,73150000.0,20,542,3500000,400000,11200000,3400000,Approved,58
7852,3,Graduate,No,11000000.0,58100000.0,20,428,3900000,12500000,18100000,3800000,Approved,48
7853,5,Graduate,No,23500000.0,96950000.0,20,300,24900000,11300000,29100000,9700000,Rejected,61
7854,1,Graduate,No,23500000.0,103950000.0,20,300,13000000,17900000,30900000,10700000,Rejected,61
7855,1,Not Graduate,Yes,3500000.0,24150000.0,20,456,1400000,4000000,4600000,400000,Approved,46
7856,1,Not Graduate,Yes,18750000.0,89250000.0,20,499,3400000,10500000,21900000,5100000,Approved,66
7857,0,Graduate,No,12000000.0,72800000.0,20,466,8200000,10800000,14100000,5400000,Approved,48
7858,1,Graduate,Yes,18250000.0,62650000.0,20,690,6000000,1600000,21000000,7500000,Approved,50
7859,1,Not Graduate,No,20000000.0,66150000.0,20,546,24000000,4300000,20700000,7100000,Approved,65
7860,1,Not Graduate,No,13500000.0,56700000.0,20,550,7500000,5300000,17100000,5900000,Approved,47
7861,0,Not Graduate,Yes,22000000.0,104650000.0,20,694,22300000,11200000,23600000,7700000,Approved,63
7862,3,Graduate,No,7500000.0,40600000.0,20,300,1300000,100000,7200000,4300000,Rejected,53
7863,5,Graduate,Yes,1250000.0,5950000.0,20,328,600000,3400000,1900000,900000,Rejected,55
7864,5,Not Graduate,Yes,23250000.0,111650000.0,20,549,6500000,6100000,32400000,11500000,Approved,64
7865,1,Not Graduate,No,14750000.0,38500000.0,20,300,4900000,6000000,8600000,8300000,Rejected,61
7866,3,Not Graduate,Yes,21500000.0,81200000.0,20,300,5100000,1400000,20400000,10900000,Rejected,43
7867,4,Graduate,No,10750000.0,56000000.0,20,415,4700000,13200000,10400000,3900000,Approved,51
7868,3,Graduate,No,3250000.0,14000000.0,20,344,2200000,300000,5200000,5500000,Rejected,48
7869,1,Not Graduate,Yes,10000000.0,74200000.0,20,658,300000,1000000,10800000,1800000,Approved,51
7870,3,Not Graduate,Yes,12750000.0,68600000.0,20,300,10600000,4400000,17700000,3300000,Rejected,44
7871,3,Graduate,Yes,20000000.0,93800000.0,20,328,6700000,3300000,23700000,8500000,Rejected,59
7872,0,Graduate,No,21500000.0,80150000.0,20,500,25900000,8600000,26500000,5000000,Approved,53
7873,2,Not Graduate,No,4250000.0,21000000.0,20,300,2500000,800000,11900000,3500000,Rejected,61
7874,3,Graduate,No,14750000.0,57050000.0,20,652,17600000,2700000,15300000,7300000,Approved,48
7875,3,Not Graduate,Yes,23250000.0,98350000.0,20,506,10600000,10900000,31500000,7900000,Approved,41
7876,1,Graduate,Yes,19250000.0,73500000.0,20,594,20600000,15600000,20300000,7200000,Approved,43
7877,1,Not Graduate,No,1250000.0,3500000.0,20,684,900000,900000,1200000,300000,Approved,52
7878,3,Graduate,Yes,5500000.0,18550000.0,20,534,3800000,3400000,2300000,1100000,Approved,53
7879,4,Not Graduate,No,20500000.0,70000000.0,20,361,10900000,2300000,25400000,11700000,Rejected,54
7880,3,Graduate,No,11750000.0,39900000.0,20,307,700000,2400000,17300000,5700000,Rejected,48
7881,5,Not Graduate,No,17000000.0,86450000.0,20,411,17600000,7100000,19400000,5700000,Approved,58
7882,3,Graduate,No,750000.0,2450000.0,20,300,2500000,3400000,800000,100000,Rejected,44
7883,1,Graduate,Yes,7250000.0,18900000.0,20,654,900000,1900000,5500000,1000000,Approved,59
7884,3,Not Graduate,Yes,22750000.0,119350000.0,20,576,20000000,12200000,25400000,10000000,Approved,63
7885,4,Not Graduate,Yes,18500000.0,59500000.0,20,300,15700000,8400000,18900000,7800000,Rejected,56
7886,3,Graduate,No,1250000.0,5250000.0,20,488,0,0,3400000,500000,Approved,41
7887,5,Graduate,No,19500000.0,95200000.0,20,300,16300000,8800000,21100000,5700000,Rejected,44
7888,5,Not Graduate,No,13750000.0,49000000.0,20,566,4900000,3900000,19400000,3900000,Approved,41
7889,2,Graduate,No,7000000.0,31850000.0,20,329,5000000,3400000,6700000,4100000,Rejected,57
7890,2,Not Graduate,No,6250000.0,39900000.0,20,553,10800000,2000000,15600000,3100000,Approved,60
7891,3,Graduate,No,4500000.0,21350000.0,20,716,500000,2800000,1500000,1900000,Approved,41
7892,3,Not Graduate,Yes,3250000.0,11900000.0,20,300,800000,100000,2700000,800000,Rejected,65
7893,4,Graduate,Yes,14000000.0,53900000.0,20,482,9900000,4800000,10200000,7100000,Approved,63
7894,4,Not Graduate,No,11000000.0,44800000.0,20,630,4600000,100000,15600000,2000000,Approved,67
7895,3,Not Graduate,Yes,19000000.0,87850000.0,20,338,5500000,7400000,23700000,8800000,Rejected,63
7896,1,Not Graduate,Yes,13500000.0,52150000.0,20,442,14300000,4800000,10800000,5300000,Approved,52
7897,5,Graduate,No,18750000.0,62650000.0,20,405,14000000,12200000,17100000,3000000,Approved,63
7898,0,Not Graduate,No,4750000.0,30100000.0,20,745,8600000,0,5100000,1100000,Approved,58
7899,4,Not Graduate,Yes,19000000.0,57400000.0,20,388,7400000,3500000,25300000,8100000,Rejected,47
7900,3,Not Graduate,No,10250000.0,32200000.0,20,648,100000,200000,16700000,4800000,Approved,66
7901,2,Not Graduate,Yes,6000000.0,37100000.0,20,707,200000,4500000,10000000,1600000,Approved,49
7902,2,Graduate,No,6250000.0,28000000.0,20,580,1500000,4500000,8100000,1600000,Approved,58
7903,2,Graduate,No,17000000.0,81900000.0,20,300,10300000,4800000,20100000,4800000,Rejected,58
7904,0,Graduate,No,24250000.0,108850000.0,20,354,11400000,16500000,32500000,13600000,Rejected,50
7905,2,Graduate,Yes,8500000.0,40600000.0,20,300,3900000,500000,7600000,4000000,Rejected,60
7906,4,Graduate,Yes,14250000.0,46200000.0,20,399,10900000,3700000,16500000,9600000,Rejected,57
7907,1,Graduate,No,24500000.0,122150000.0,20,442,6400000,12900000,34200000,11100000,Approved,49
7908,2,Graduate,Yes,9500000.0,28700000.0,20,473,3800000,4300000,13200000,4400000,Approved,42
7909,4,Not Graduate,No,2000000.0,16800000.0,20,336,1700000,900000,5200000,1400000,Rejected,40
7910,3,Graduate,No,3000000.0,28700000.0,20,300,9000000,2500000,7500000,1400000,Rejected,48
7911,0,Not Graduate,No,12000000.0,58800000.0,20,435,8600000,1000000,20400000,5100000,Approved,65
7912,1,Graduate,Yes,18000000.0,58100000.0,20,321,6300000,10600000,18300000,4900000,Rejected,61
7913,5,Not Graduate,Yes,1750000.0,9800000.0,20,663,800000,200000,1800000,700000,Approved,65
7914,4,Not Graduate,Yes,12750000.0,58800000.0,20,300,500000,3400000,11100000,6200000,Rejected,43
7915,5,Not Graduate,No,11250000.0,68250000.0,20,746,10800000,8300000,13200000,4900000,Approved,51
7916,0,Graduate,No,1750000.0,11550000.0,20,556,0,100000,4800000,1200000,Approved,69
7917,1,Not Graduate,Yes,21750000.0,73850000.0,20,300,11800000,9900000,33200000,6800000,Rejected,69
7918,5,Not Graduate,Yes,3500000.0,10500000.0,20,324,1800000,100000,4200000,500000,Rejected,57
7919,4,Graduate,Yes,21250000.0,70350000.0,20,300,14500000,4500000,14300000,5500000,Rejected,47
7920,3,Not Graduate,Yes,5750000.0,50750000.0,20,573,9000000,300000,13500000,1600000,Approved,56
7921,1,Not Graduate,No,750000.0,2100000.0,20,300,0,2300000,600000,100000,Rejected,40
7922,2,Graduate,Yes,20000000.0,96950000.0,20,458,15000000,6700000,23200000,3900000,Approved,59
7923,1,Not Graduate,Yes,20000000.0,74200000.0,20,613,20200000,1100000,20300000,6200000,Approved,50
7924,1,Not Graduate,No,10250000.0,47950000.0,20,317,5300000,2300000,1700000,2100000,Rejected,68
7925,4,Graduate,No,5250000.0,39550000.0,20,402,3200000,4900000,6700000,1900000,Approved,56
7926,5,Not Graduate,No,6250000.0,34300000.0,20,662,2800000,2900000,6200000,1300000,Approved,49
7927,4,Not Graduate,No,7500000.0,40950000.0,20,516,500000,2400000,5300000,3900000,Approved,51
7928,3,Not Graduate,Yes,14500000.0,68600000.0,20,300,6400000,3600000,26100000,3000000,Rejected,46
7929,5,Not Graduate,Yes,13500000.0,62650000.0,20,300,12900000,500000,9900000,5500000,Rejected,48
7930,0,Graduate,No,23250000.0,113750000.0,20,300,11000000,8100000,22800000,8800000,Rejected,68
7931,3,Not Graduate,No,8000000.0,34300000.0,20,634,3700000,10600000,12300000,3700000,Approved,64
7932,0,Not Graduate,Yes,10250000.0,34300000.0,20,494,4600000,1700000,18400000,3200000,Approved,61
7933,5,Graduate,No,20000000.0,72100000.0,20,300,8700000,2800000,27800000,8900000,Rejected,46
7934,5,Not Graduate,Yes,4500000.0,27300000.0,20,300,11500000,1500000,4300000,1400000,Rejected,46
7935,2,Not Graduate,Yes,6500000.0,47250000.0,20,651,2300000,5400000,3300000,3800000,Approved,48
7936,4,Not Graduate,Yes,500000.0,4900000.0,20,595,0,0,700000,100000,Approved,46
7937,4,Not Graduate,Yes,8000000.0,38150000.0,20,474,4200000,0,14200000,2500000,Approved,52
7938,1,Graduate,Yes,9750000.0,21700000.0,20,300,9900000,4300000,8300000,4100000,Rejected,63
7939,2,Not Graduate,Yes,23000000.0,102900000.0,20,578,11500000,9100000,29900000,8900000,Approved,61
7940,3,Graduate,Yes,13500000.0,45150000.0,20,437,10600000,5900000,18500000,5800000,Approved,67
7941,4,Not Graduate,Yes,20500000.0,69650000.0,20,300,9200000,10900000,22900000,9900000,Rejected,57
7942,3,Not Graduate,No,7750000.0,43400000.0,20,300,1400000,900000,9400000,2200000,Rejected,68
7943,3,Graduate,Yes,4000000.0,18550000.0,20,300,6300000,500000,4100000,1200000,Rejected,52
7944,5,Graduate,Yes,14750000.0,92050000.0,20,446,3900000,12100000,16000000,7500000,Approved,68
7945,4,Not Graduate,Yes,21500000.0,111300000.0,20,681,7000000,13000000,20200000,6500000,Approved,52
7946,1,Graduate,Yes,24000000.0,111650000.0,20,300,19800000,10800000,32400000,9100000,Rejected,42
7947,2,Not Graduate,Yes,4500000.0,28700000.0,20,300,2700000,2200000,8900000,2500000,Rejected,65
7948,1,Not Graduate,Yes,7750000.0,24500000.0,20,300,10500000,300000,7100000,2600000,Rejected,60
7949,1,Graduate,No,14250000.0,43050000.0,20,515,600000,5800000,13400000,4100000,Approved,46
7950,3,Not Graduate,No,22000000.0,91700000.0,20,463,6300000,7600000,26100000,6500000,Approved,64
7951,1,Graduate,No,8250000.0,29050000.0,20,567,4600000,1800000,8800000,3500000,Approved,59
7952,0,Not Graduate,Yes,15250000.0,44800000.0,20,472,3800000,8500000,20600000,3900000,Approved,52
7953,4,Graduate,No,11750000.0,46200000.0,20,300,1900000,5700000,5600000,5700000,Rejected,57
7954,1,Graduate,No,22000000.0,101850000.0,20,745,7300000,5500000,28800000,12400000,Approved,46
7955,3,Not Graduate,Yes,8000000.0,48300000.0,20,311,2200000,5300000,5700000,1900000,Rejected,68
7956,1,Not Graduate,No,5500000.0,17850000.0,20,300,400000,7600000,13200000,3100000,Rejected,61
7957,1,Graduate,Yes,13500000.0,59850000.0,20,723,2200000,4200000,19900000,3500000,Approved,68
7958,0,Not Graduate,No,12250000.0,50050000.0,20,694,6700000,1900000,19400000,4100000,Approved,51
7959,3,Graduate,Yes,11250000.0,71050000.0,20,490,7100000,2900000,11600000,3400000,Approved,44
7960,2,Graduate,Yes,1750000.0,15750000.0,20,414,400000,2400000,2800000,700000,Approved,46
7961,2,Not Graduate,No,2750000.0,24150000.0,20,300,8100000,100000,3100000,3300000,Rejected,45
7962,5,Graduate,Yes,18750000.0,115500000.0,20,553,10800000,12200000,18800000,8400000,Approved,51
7963,0,Graduate,No,19250000.0,70350000.0,20,300,21600000,1900000,23100000,5100000,Rejected,54
7964,4,Graduate,No,17000000.0,59500000.0,20,578,3300000,6700000,22900000,6700000,Approved,58
7965,0,Not Graduate,No,4000000.0,17850000.0,20,703,900000,200000,4600000,1100000,Approved,57
7966,4,Graduate,No,9750000.0,32550000.0,20,496,1900000,1900000,9300000,800000,Approved,45
7967,3,Graduate,Yes,23250000.0,106750000.0,20,300,18800000,13600000,32100000,9800000,Rejected,62
7968,2,Not Graduate,No,19000000.0,59500000.0,20,300,4300000,9200000,25300000,6100000,Rejected,44
7969,3,Not Graduate,Yes,1000000.0,3150000.0,20,300,600000,2000000,1100000,200000,Rejected,49
7970,1,Not Graduate,No,20000000.0,108850000.0,20,300,16000000,14300000,22300000,5500000,Rejected,54
7971,2,Graduate,Yes,8000000.0,32900000.0,20,592,4900000,2300000,9600000,2900000,Approved,45
7972,3,Not Graduate,Yes,12250000.0,47950000.0,20,347,5100000,7500000,18600000,4500000,Rejected,41
7973,5,Graduate,No,8000000.0,40600000.0,20,300,19600000,1600000,15300000,3100000,Rejected,43
7974,3,Not Graduate,No,19000000.0,67200000.0,20,369,1300000,5900000,18300000,6100000,Rejected,53
7975,3,Graduate,Yes,8000000.0,22400000.0,20,746,2100000,5900000,6000000,1700000,Approved,51
7976,5,Not Graduate,Yes,19250000.0,95550000.0,20,471,16800000,7900000,24000000,9600000,Approved,47
7977,3,Not Graduate,Yes,23750000.0,116550000.0,20,300,17100000,11500000,27500000,9400000,Rejected,59
7978,2,Not Graduate,Yes,12250000.0,64750000.0,20,300,6100000,7000000,15300000,5100000,Rejected,44
7979,5,Graduate,Yes,21000000.0,81550000.0,20,520,13000000,12100000,20700000,10400000,Approved,63
7980,4,Not Graduate,No,4250000.0,14350000.0,20,736,2900000,5000000,4800000,1500000,Approved,43
7981,5,Not Graduate,No,19000000.0,35350000.0,20,359,13400000,9300000,23200000,4800000,Rejected,41
7982,1,Not Graduate,No,16250000.0,58450000.0,20,465,7000000,600000,18800000,9400000,Approved,63
7983,3,Graduate,Yes,13500000.0,70000000.0,20,503,16900000,3300000,14000000,5000000,Approved,63
7984,3,Not Graduate,No,8000000.0,12250000.0,20,710,11000000,4000000,10800000,4400000,Approved,52
7985,5,Graduate,Yes,12750000.0,69300000.0,20,458,11300000,13600000,19800000,6600000,Approved,58
7986,3,Not Graduate,No,1750000.0,18900000.0,20,543,500000,1000000,2600000,600000,Approved,55
7987,1,Not Graduate,No,12750000.0,69650000.0,20,532,3800000,4600000,12000000,3800000,Approved,63
7988,4,Not Graduate,No,9250000.0,32900000.0,20,362,6200000,3100000,13400000,5100000,Rejected,52
7989,0,Not Graduate,No,9500000.0,50050000.0,20,715,4100000,13400000,12900000,1300000,Approved,58
7990,5,Not Graduate,No,11750000.0,79100000.0,20,300,4200000,5600000,15700000,5200000,Rejected,46
7991,3,Graduate,Yes,7500000.0,45500000.0,20,520,2200000,7500000,10400000,2600000,Approved,65
7992,0,Graduate,No,11000000.0,29050000.0,20,707,4700000,4000000,8200000,3300000,Approved,69
7993,1,Not Graduate,No,7500000.0,55650000.0,20,433,2400000,0,5600000,2900000,Approved,64
7994,0,Graduate,No,18000000.0,55300000.0,20,549,12100000,1500000,19900000,3600000,Approved,41
7995,0,Graduate,No,20250000.0,71400000.0,20,612,10000000,7900000,21800000,8100000,Approved,60
7996,3,Graduate,No,23250000.0,112000000.0,20,360,3800000,16400000,31800000,9400000,Rejected,52
7997,2,Not Graduate,No,2500000.0,6650000.0,20,562,6000000,1300000,6300000,300000,Approved,55
7998,0,Not Graduate,Yes,17500000.0,83650000.0,20,362,18200000,2200000,20500000,6700000,Rejected,42
7999,2,Not Graduate,No,7000000.0,18550000.0,20,311,2500000,4300000,9300000,2600000,Rejected,49
8000,3,Not Graduate,Yes,12750000.0,57400000.0,20,363,3800000,11100000,20300000,6100000,Rejected,53
8001,3,Graduate,No,6250000.0,64750000.0,20,503,5300000,3300000,3800000,1400000,Approved,44
8002,5,Graduate,No,2500000.0,11550000.0,20,639,1100000,1800000,2200000,2400000,Approved,45
8003,1,Graduate,Yes,19500000.0,79450000.0,20,421,1800000,6600000,22900000,7300000,Approved,57
8004,1,Graduate,No,7750000.0,43050000.0,20,394,400000,2000000,10400000,3300000,Rejected,41
8005,1,Not Graduate,No,16750000.0,79100000.0,20,452,4700000,9400000,20400000,3300000,Approved,41
8006,1,Graduate,No,8250000.0,23450000.0,20,635,1800000,1300000,7500000,4700000,Approved,60
8007,3,Graduate,No,3500000.0,47600000.0,20,593,3600000,2600000,4800000,2100000,Approved,65
8008,4,Graduate,Yes,4500000.0,8750000.0,20,590,500000,1200000,3800000,300000,Approved,47
8009,5,Not Graduate,Yes,17250000.0,74900000.0,20,300,24800000,4800000,22100000,11000000,Rejected,63
8010,4,Not Graduate,No,2250000.0,8750000.0,20,307,3000000,100000,800000,300000,Rejected,45
8011,0,Not Graduate,Yes,12250000.0,62650000.0,20,524,3600000,1200000,12700000,4800000,Approved,57
8012,2,Graduate,No,2250000.0,10850000.0,20,300,6100000,4300000,3100000,700000,Rejected,47
8013,2,Graduate,No,10250000.0,29750000.0,20,705,2200000,11800000,15000000,2400000,Approved,52
8014,0,Not Graduate,No,13250000.0,59150000.0,20,300,6100000,8100000,12500000,6300000,Rejected,55
